Room Id,Arrival Date,Assigned Room Type,Country,Customer Type,Deposit Type,Distribution Channel,Hotel,Is Canceled,Market Segment,Meal,Reservation Status,Reservation Status Date,Reserved Room Type,Adr,Adults,Agent,Babies,Booking Changes,Children,Company,Days In Waiting List,Is Repeated Guest,Lead Time,Previous Bookings Not Canceled,Previous Cancellations,Required Car Parking Spaces,Stays In Week Nights,Stays In Weekend Nights,Total days,Rev
id_00008893,25-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,02-04-2016,A,173.67,2,240,0,0,0,,0,0,115,0,0,0,5,1,6,1042.02
id_00008894,25-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,31-03-2016,A,162.86,2,240,0,0,0,,0,0,118,0,0,0,5,2,7,1140.02
id_00008895,25-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,31-03-2016,A,174.86,2,240,0,0,0,,0,0,118,0,0,0,5,2,7,1224.02
id_00008896,25-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,139,1,307,0,0,0,,0,0,105,0,0,0,5,2,7,973
id_00008897,25-07-2016,D,DZA,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,25-07-2016,D,209.71,2,240,0,0,0,,0,0,5,0,0,0,5,2,7,1467.97
id_00008898,25-07-2016,A,Portugal,Group,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,25-07-2016,A,130,2,,0,0,0,,0,0,0,0,0,0,5,2,7,910
id_00008899,25-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,22-07-2016,D,115.2,2,11,0,0,0,,0,0,173,0,0,0,5,2,7,806.4
id_00008900,25-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,139,1,307,0,0,0,,0,0,105,0,0,0,5,3,8,1112
id_00008901,25-07-2016,I,Great Britain,Transient-Party,No Deposit,Corporate,Resort Hotel,0,Groups,BB,Check-Out,02-08-2016,A,139,1,307,0,1,0,,0,0,83,0,0,0,5,3,8,1112
id_00008902,25-07-2016,A,Portugal,Transient,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,139,1,307,0,0,0,,0,0,105,0,0,0,5,3,8,1112
id_00008903,25-07-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,02-03-2016,E,157.5,2,240,0,0,0,,0,0,221,0,0,0,8,3,11,1732.5
id_00008904,26-07-2016,D,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,08-04-2016,D,180,2,240,1,1,0,,0,0,110,0,0,0,2,0,2,360
id_00008905,26-07-2016,A,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,13-07-2016,A,114.75,2,,0,0,0,395,0,0,183,0,0,0,2,0,2,229.5
id_00008906,26-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,15-07-2016,A,175.33,2,240,0,1,0,,0,0,115,0,0,0,5,1,6,1051.98
id_00008907,26-07-2016,D,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,29-06-2016,D,226,2,240,0,0,0,,0,0,40,0,0,0,5,1,6,1356
id_00008908,26-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,05-07-2016,D,226,2,240,0,0,0,,0,0,27,0,0,0,4,0,4,904
id_00008909,26-07-2016,D,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,29-06-2016,D,226,2,240,0,0,0,,0,0,40,0,0,0,5,1,6,1356
id_00008910,26-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,15-07-2016,A,163.33,2,240,0,1,0,,0,0,115,0,0,0,5,1,6,979.98
id_00008911,26-07-2016,D,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,15-07-2016,D,226,2,240,0,1,1,,0,0,40,0,0,0,5,1,6,1356
id_00008912,26-07-2016,E,SWE,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,23-06-2016,E,201.33,2,240,0,0,0,,0,0,69,0,0,0,5,1,6,1207.98
id_00008913,27-07-2016,H,RUS,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,28-06-2016,H,262,3,240,0,0,1,,0,0,70,0,0,0,1,0,1,262
id_00008914,27-07-2016,A,Germany,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,06-06-2016,A,172,2,240,0,0,0,,0,0,115,0,0,0,2,0,2,344
id_00008915,27-07-2016,F,ROU,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,17-05-2016,F,222,3,250,0,0,0,,0,0,145,0,0,0,3,0,3,666
id_00008916,27-07-2016,D,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,08-07-2016,D,226,2,240,0,0,0,,0,0,22,0,0,0,4,0,4,904
id_00008917,27-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,15-01-2016,A,117.9,1,240,0,1,0,,0,0,251,0,0,0,4,1,5,589.5
id_00008918,27-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,144,2,307,0,0,0,,0,0,107,0,0,0,4,1,5,720
id_00008919,27-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,144,2,307,0,0,0,,0,0,107,0,0,0,4,1,5,720
id_00008920,27-07-2016,A,Ireland,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,03-08-2016,A,128,2,240,0,0,0,,0,0,301,0,0,0,5,2,7,896
id_00008921,27-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,24-06-2016,D,177.5,2,240,0,2,1,,0,0,188,0,0,0,5,2,7,1242.5
id_00008922,27-07-2016,D,CHE,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,15-06-2016,D,198.29,2,240,0,0,0,,0,0,42,0,0,0,5,2,7,1388.03
id_00008923,27-07-2016,E,Portugal,Transient,No Deposit,Direct,Resort Hotel,0,Direct,HB,Check-Out,04-08-2016,E,165,2,,0,0,0,,0,0,147,0,0,1,6,2,8,1320
id_00008924,28-07-2016,E,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,08-07-2016,E,209,2,240,0,0,0,,0,0,26,0,0,0,2,0,2,418
id_00008925,28-07-2016,C,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,25-07-2016,C,243.32,2,242,0,0,2,,0,0,47,0,0,0,3,0,3,729.96
id_00008926,28-07-2016,G,ARE,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,27-06-2016,G,259,2,240,0,0,2,,0,0,37,0,0,0,3,1,4,1036
id_00008927,28-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,144,2,307,0,0,0,,0,0,108,0,0,0,3,1,4,576
id_00008928,28-07-2016,A,Portugal,Transient-Party,No Deposit,Corporate,Resort Hotel,1,Groups,BB,Canceled,03-05-2016,A,144,2,307,0,0,0,,0,0,108,0,0,0,3,1,4,576
id_00008929,28-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,28-01-2016,A,126,2,240,0,0,0,,0,0,201,0,0,0,3,2,5,630
id_00008930,28-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,18-07-2016,D,184,2,240,0,0,0,,0,0,154,0,0,0,3,2,5,920
id_00008931,28-07-2016,D,Ireland,Transient,No Deposit,Direct,Resort Hotel,0,Direct,BB,Check-Out,02-08-2016,D,136,1,250,0,2,0,,0,0,292,0,0,0,3,2,5,680
id_00008932,28-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,04-04-2016,D,219.8,2,240,0,0,0,,0,0,120,0,0,0,3,2,5,1099
id_00008933,28-07-2016,A,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,03-08-2016,A,128,2,240,0,0,0,,0,0,322,0,0,0,4,2,6,768
id_00008934,28-07-2016,E,POL,Transient,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,08-08-2016,E,113.05,2,315,0,1,0,,0,0,159,0,0,0,8,3,11,1243.55
id_00008935,28-07-2016,E,POL,Transient,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,08-08-2016,E,113.05,2,315,0,1,0,,0,0,159,0,0,0,8,3,11,1243.55
id_00008936,28-07-2016,E,Ireland,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,10-08-2016,E,132.17,2,241,0,0,1,,0,0,292,0,0,0,9,4,13,1718.21
id_00008937,29-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,16-06-2016,A,211,2,240,0,0,0,,0,0,44,0,0,0,2,0,2,422
id_00008938,29-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,19-07-2016,A,179,2,240,0,0,0,,0,0,38,0,0,0,2,0,2,358
id_00008939,29-07-2016,E,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,17-07-2016,E,209,2,240,0,0,0,,0,0,36,0,0,0,2,0,2,418
id_00008940,29-07-2016,F,USA,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,20-07-2016,F,209.1,2,250,0,2,0,,0,0,22,0,0,0,2,0,2,418.2
id_00008941,29-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,FB,Canceled,16-06-2016,A,189.6,2,196,0,0,0,,0,0,43,0,0,0,2,0,2,379.2
id_00008942,29-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,31-03-2016,A,178.67,2,240,0,0,0,,0,0,124,0,0,0,2,1,3,536.01
id_00008943,29-07-2016,A,Ireland,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,01-08-2016,A,128,2,240,0,0,0,,0,0,324,0,0,0,2,1,3,384
id_00008944,29-07-2016,C,Portugal,Transient-Party,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,29-07-2016,A,182,1,,0,0,0,,0,0,6,0,0,0,2,1,3,546
id_00008945,29-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,02-06-2016,D,200,2,240,0,0,0,,0,0,59,0,0,0,3,2,5,1000
id_00008946,29-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-02-2016,A,140,2,240,1,0,0,,0,0,191,0,0,0,5,2,7,980
id_00008947,29-07-2016,D,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,19-04-2016,D,241,1,240,0,2,0,,0,0,109,0,0,0,5,2,7,1687
id_00008948,29-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,09-11-2015,D,144,2,240,0,1,0,,0,0,307,0,0,0,8,4,12,1728
id_00008949,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,22-06-2016,A,179,2,240,0,0,0,,0,0,46,0,0,0,1,0,1,179
id_00008950,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,22-06-2016,A,179,2,240,0,0,0,,0,0,46,0,0,0,1,0,1,179
id_00008951,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,22-06-2016,A,179,2,240,0,0,0,,0,0,46,0,0,0,1,0,1,179
id_00008952,30-07-2016,A,Spain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-07-2016,A,188.33,2,240,0,0,0,,0,0,121,0,0,0,1,2,3,564.99
id_00008953,30-07-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,07-06-2016,D,180,2,240,0,0,0,,0,0,151,0,0,0,5,2,7,1260
id_00008954,30-07-2016,A,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,FB,Canceled,15-02-2016,A,173.79,2,,0,0,0,,0,0,187,0,0,0,5,2,7,1216.53
id_00008955,30-07-2016,D,Ireland,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,28-06-2016,D,210.43,2,240,0,0,0,,0,0,35,0,0,0,5,2,7,1473.01
id_00008956,30-07-2016,C,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,18-07-2016,C,199.2,2,181,0,0,0,,0,0,14,0,0,0,5,2,7,1394.4
id_00008957,30-07-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,28-01-2016,E,205,2,240,0,0,0,,0,0,192,0,0,0,5,2,7,1435
id_00008958,30-07-2016,C,Portugal,Transient,No Deposit,Direct,Resort Hotel,0,Direct,HB,Check-Out,06-08-2016,C,204,3,,0,0,0,,0,0,150,0,0,0,5,2,7,1428
id_00008959,30-07-2016,A,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,24-03-2016,A,176.43,2,240,0,0,0,,0,0,129,0,0,0,5,2,7,1235.01
id_00008960,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,07-07-2016,A,200.43,2,240,0,0,0,,0,0,26,0,0,0,5,2,7,1403.01
id_00008961,30-07-2016,A,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,24-03-2016,A,176.43,2,240,0,0,0,,0,0,129,0,0,0,5,2,7,1235.01
id_00008962,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,07-06-2016,A,160,2,240,0,0,0,,0,0,151,0,0,0,5,2,7,1120
id_00008963,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,HB,Canceled,20-02-2016,A,150,2,196,0,0,1,,0,0,162,0,0,0,5,2,7,1050
id_00008964,30-07-2016,C,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,HB,Canceled,19-07-2016,C,222,2,250,0,0,2,,0,0,228,0,0,0,6,2,8,1776
id_00008965,30-07-2016,C,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,FB,Canceled,19-07-2016,C,292,2,250,1,1,1,,0,0,142,0,0,0,6,2,8,2336
id_00008966,30-07-2016,C,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,11-04-2016,C,162.94,2,,0,1,2,,0,0,199,0,0,0,6,3,9,1466.46
id_00008967,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-07-2016,A,160,2,240,0,0,0,,0,0,161,0,0,0,8,4,12,1920
id_00008968,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-07-2016,A,160,2,240,0,0,0,,0,0,161,0,0,0,8,4,12,1920
id_00008969,30-07-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-07-2016,A,172,2,240,0,0,0,,0,0,161,0,0,0,8,4,12,2064
id_00008970,30-07-2016,A,France,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-05-2016,A,177.62,2,240,0,0,0,,0,0,125,0,0,0,9,4,13,2309.06
id_00008971,31-07-2016,D,CN,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,19-04-2016,D,209,2,240,0,1,0,,0,0,108,0,0,0,0,1,1,209
id_00008972,31-07-2016,A,NOR,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,03-06-2016,A,179,2,240,0,0,0,,0,0,67,0,0,0,0,1,1,179
id_00008973,31-07-2016,D,Brazil,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,09-05-2016,D,199,2,240,0,0,1,,0,0,87,0,0,0,0,2,2,398
id_00008974,12-02-2016,A,Portugal,Transient-Party,No Deposit,TA/TO,Resort Hotel,1,Groups,FB,Canceled,10-02-2016,A,68,2,134,0,0,0,,0,0,112,0,0,0,2,0,2,136
id_00008975,12-02-2016,A,Portugal,Transient-Party,No Deposit,TA/TO,Resort Hotel,1,Groups,FB,Canceled,05-02-2016,A,68,2,134,0,0,0,,0,0,112,0,0,0,2,0,2,136
id_00008976,12-02-2016,A,Portugal,Transient-Party,No Deposit,TA/TO,Resort Hotel,1,Groups,FB,Canceled,05-02-2016,A,68,2,134,0,0,0,,0,0,112,0,0,0,2,0,2,136
id_00008977,12-02-2016,A,Portugal,Transient-Party,No Deposit,TA/TO,Resort Hotel,1,Groups,FB,Canceled,05-02-2016,A,68,2,134,0,0,0,,0,0,112,0,0,0,2,0,2,136
id_00008978,12-02-2016,A,Portugal,Transient,Non Refund,TA/TO,Resort Hotel,1,Groups,HB,Canceled,28-12-2015,A,50,2,,0,0,0,,0,0,140,0,0,0,2,0,2,100
id_00008979,12-02-2016,A,Portugal,Transient,Non Refund,TA/TO,Resort Hotel,1,Groups,HB,Canceled,11-12-2015,A,50,2,,0,0,0,,0,0,140,0,0,0,2,0,2,100
id_00008980,12-02-2016,A,Portugal,Transient,Non Refund,TA/TO,Resort Hotel,1,Groups,HB,Canceled,11-12-2015,A,50,2,,0,0,0,,0,0,140,0,0,0,2,0,2,100
id_00008981,12-02-2016,A,Portugal,Transient,Non Refund,TA/TO,Resort Hotel,1,Groups,HB,Canceled,11-12-2015,A,50,2,,0,0,0,,0,0,140,0,0,0,2,0,2,100
id_00008982,12-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,08-02-2016,A,82,2,348,0,0,0,,0,0,7,0,0,0,2,1,3,246
id_00008983,12-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,19-01-2016,A,48,2,240,0,0,0,,0,0,47,0,0,0,2,1,3,144
id_00008984,12-02-2016,D,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,15-02-2016,D,31.88,2,241,0,0,0,,0,0,230,0,0,0,2,1,3,95.64
id_00008985,13-02-2016,F,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,10-02-2016,F,78,2,250,0,0,0,,0,0,32,0,0,0,1,0,1,78
id_00008986,13-02-2016,E,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,13-02-2016,A,75,2,,0,0,0,,0,0,1,0,0,0,1,0,1,75
id_00008987,13-02-2016,G,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,13-02-2016,G,107,2,,0,0,1,,0,0,0,0,0,0,1,0,1,107
id_00008988,13-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,16-01-2016,A,58,2,240,0,0,0,,0,0,38,0,0,0,1,0,1,58
id_00008989,13-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,11-02-2016,A,29,2,6,0,0,0,,0,0,25,0,0,0,1,0,1,29
id_00008990,13-02-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,01-02-2016,E,68,2,240,0,0,0,,0,0,14,0,0,0,1,1,2,136
id_00008991,13-02-2016,A,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,20-02-2016,A,23.7,2,241,0,0,0,,0,0,203,0,0,0,5,2,7,165.9
id_00008992,13-02-2016,D,France,Transient,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,20-02-2016,D,26,2,6,0,0,0,,0,0,101,0,0,0,5,2,7,182
id_00008993,13-02-2016,G,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,18-01-2016,G,77.4,2,240,0,0,2,,0,0,161,0,0,0,15,6,21,1625.4
id_00008994,14-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,27-01-2016,A,58,2,240,0,0,0,,0,0,20,0,0,0,0,1,1,58
id_00008995,14-02-2016,D,Brazil,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,15-02-2016,A,45,1,240,0,0,0,,0,0,103,0,0,1,0,1,1,45
id_00008996,14-02-2016,D,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,No-Show,14-02-2016,A,75,2,,0,0,0,,0,0,3,0,0,0,0,1,1,75
id_00008997,14-02-2016,D,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,13-02-2016,A,55,2,,0,0,0,,0,0,4,0,0,0,0,1,1,55
id_00008998,14-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,06-02-2016,A,29,2,177,0,0,0,,0,0,18,0,0,0,1,2,3,87
id_00008999,14-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,14-01-2016,D,46.4,2,240,0,0,0,,0,0,41,0,0,0,2,2,4,185.6
id_00009000,14-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,25-01-2016,A,29,2,15,0,0,0,,0,0,46,0,0,0,2,2,4,116
id_00009001,14-02-2016,H,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,14-01-2016,H,86.4,3,240,0,0,1,,0,0,41,0,0,0,2,2,4,345.6
id_00009002,14-02-2016,H,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-01-2016,H,98,2,240,0,0,2,,0,0,72,0,0,0,2,2,4,392
id_00009003,14-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,02-11-2015,D,52.2,2,240,0,0,0,,0,0,109,0,0,0,2,2,4,208.8
id_00009004,14-02-2016,C,HUN,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,20-02-2016,A,61.5,2,240,0,1,1,,0,0,117,0,0,1,4,2,6,369
id_00009005,15-02-2016,P,,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,SC,Canceled,15-02-2016,P,0,0,,0,0,0,383,0,0,0,0,0,0,0,0,0,0
id_00009006,15-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,04-12-2015,A,29.16,2,240,0,0,0,,0,0,200,0,0,0,0,1,1,29.16
id_00009007,15-02-2016,A,POL,Transient-Party,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,17-02-2016,A,26.1,2,8,0,0,0,,0,0,133,0,0,0,1,1,2,52.2
id_00009008,15-02-2016,A,POL,Transient-Party,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,17-02-2016,A,26.1,2,8,0,0,0,,0,0,133,0,0,1,1,1,2,52.2
id_00009009,15-02-2016,G,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,15-02-2016,G,76,2,240,0,0,2,,0,0,41,0,0,0,3,1,4,304
id_00009010,15-02-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,17-08-2015,E,50.4,2,240,0,0,0,,0,0,192,0,0,0,5,1,6,302.4
id_00009011,15-02-2016,E,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,21-02-2016,E,50.4,2,240,0,0,0,,0,0,192,0,0,0,5,1,6,302.4
id_00009012,15-02-2016,G,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,21-02-2016,G,59.6,2,241,0,1,1,,0,0,188,0,0,0,5,1,6,357.6
id_00009013,15-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,11-02-2016,D,44.8,2,240,0,0,0,,0,0,38,0,0,0,5,2,7,313.6
id_00009014,15-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Offline TA/TO,BB,Canceled,10-11-2015,A,26.1,2,6,0,0,0,,0,0,118,0,0,0,6,3,9,234.9
id_00009015,16-02-2016,E,Great Britain,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,24-02-2016,E,38.81,2,241,0,0,0,,0,0,232,0,0,0,6,2,8,310.48
id_00009016,16-02-2016,D,Ireland,Transient,No Deposit,TA/TO,Resort Hotel,0,Offline TA/TO,BB,Check-Out,25-02-2016,D,33.3,2,115,0,0,0,,0,0,99,0,0,0,7,2,9,299.7
id_00009017,17-02-2016,F,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,0,Online TA,BB,Check-Out,19-02-2016,E,56.4,2,240,0,0,0,,0,0,131,0,0,1,2,0,2,112.8
id_00009018,17-02-2016,G,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,31-12-2015,G,98,2,240,0,0,0,,0,0,53,0,0,0,4,0,4,392
id_00009019,17-02-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,20-12-2015,E,68,2,242,0,0,0,,0,0,72,0,0,0,3,0,3,204
id_00009020,17-02-2016,A,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,01-02-2016,A,48,2,240,0,0,0,,0,0,44,0,0,0,6,2,8,384
id_00009021,18-02-2016,H,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,25-01-2016,H,86,2,240,0,0,0,,0,0,33,0,0,0,1,0,1,86
id_00009022,19-02-2016,F,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,Canceled,19-02-2016,F,68,2,,0,0,0,,0,0,14,0,0,0,2,0,2,136
id_00009023,19-02-2016,E,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,01-02-2016,E,54.4,2,240,0,0,0,,0,0,69,0,0,0,2,0,2,108.8
id_00009024,19-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,BB,Canceled,19-02-2016,A,48,2,240,0,0,0,,0,0,21,0,0,0,2,0,2,96
id_00009025,19-02-2016,E,Portugal,Transient,No Deposit,Direct,Resort Hotel,1,Direct,BB,No-Show,19-02-2016,E,99,2,250,0,0,0,,0,0,35,0,0,0,2,0,2,198
id_00009026,19-02-2016,D,Portugal,Transient,No Deposit,TA/TO,Resort Hotel,1,Online TA,HB,Canceled,18-02-2016,A,80,2,240,0,0,0,,0,0,2,0,0,0,2,0,2,160
